date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
2020-05-18,Marin,County,260800.0,11.0,365.0,0.0,20.0,419.0,9863.0,11.0,380.0,14.0,329.0,0.0,14.0,329.0,3513.0
2020-05-18,Mariposa,County,17795.0,1.0,16.0,0.0,1.0,8.0,709.0,0.0,14.0,0.0,15.0,0.0,1.0,5.0,285.0
2020-05-18,Mendocino,County,88439.0,1.0,14.0,0.0,1.0,82.0,2400.0,0.0,34.0,2.0,12.0,0.0,0.0,69.0,592.0
2020-05-18,Merced,County,287420.0,11.0,315.0,0.0,6.0,253.0,5947.0,15.0,339.0,3.0,217.0,0.0,5.0,361.0,3046.0
2020-05-18,Modoc,County,9475.0,0.0,0.0,0.0,0.0,2.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
2020-05-18,Mono,County,13961.0,0.0,38.0,0.0,1.0,6.0,571.0,0.0,51.0,1.0,33.0,0.0,1.0,22.0,244.0
2020-05-18,Monterey,County,448732.0,20.0,434.0,0.0,11.0,422.0,7738.0,6.0,374.0,3.0,345.0,0.0,8.0,222.0,1927.0
2020-05-18,Napa,County,139652.0,3.0,107.0,0.0,3.0,292.0,6289.0,2.0,98.0,3.0,92.0,0.0,3.0,501.0,3335.0
2020-05-18,Nevada,County,98710.0,0.0,47.0,0.0,1.0,74.0,2595.0,0.0,17.0,0.0,41.0,0.0,1.0,93.0,835.0
2020-05-18,Orange,County,3228519.0,178.0,6692.0,4.0,412.0,3289.0,85489.0,257.0,6999.0,92.0,4558.0,0.0,88.0,1780.0,23103.0
2020-05-18,Out of state,County,,,,,,,,,,,,,,141.0,1785.0
2020-05-18,Placer,County,400434.0,2.0,194.0,0.0,9.0,444.0,9864.0,7.0,250.0,1.0,176.0,0.0,8.0,246.0,3000.0
2020-05-18,Plumas,County,18997.0,0.0,4.0,0.0,0.0,19.0,576.0,0.0,4.0,1.0,5.0,0.0,0.0,6.0,85.0
2020-05-18,Riverside,County,2468145.0,172.0,6968.0,3.0,362.0,2088.0,101666.0,156.0,7514.0,97.0,5873.0,8.0,253.0,1998.0,28855.0
2020-05-18,Sacramento,County,1567975.0,11.0,1319.0,0.0,70.0,1603.0,40114.0,12.0,1543.0,9.0,1233.0,1.0,57.0,1275.0,12831.0
2020-05-18,San Benito,County,64022.0,1.0,79.0,1.0,3.0,84.0,2190.0,4.0,80.0,0.0,59.0,0.0,2.0,382.0,2100.0
2020-05-18,San Bernardino,County,2217398.0,151.0,4749.0,3.0,249.0,2564.0,59208.0,196.0,5349.0,91.0,3558.0,1.0,156.0,1988.0,21163.0
2020-05-18,San Diego,County,3370418.0,131.0,6920.0,2.0,343.0,3565.0,87382.0,182.0,6955.0,110.0,5948.0,2.0,211.0,2188.0,36420.0
2020-05-18,San Francisco,County,892280.0,27.0,2385.0,0.0,50.0,2133.0,44145.0,84.0,2587.0,51.0,2183.0,0.0,36.0,1104.0,16549.0
2020-05-18,San Joaquin,County,782545.0,30.0,813.0,1.0,40.0,811.0,17182.0,27.0,933.0,9.0,697.0,1.0,33.0,499.0,5404.0
2020-05-18,San Luis Obispo,County,278862.0,2.0,301.0,0.0,4.0,534.0,12072.0,2.0,261.0,1.0,243.0,0.0,1.0,628.0,5653.0
2020-05-18,San Mateo,County,778001.0,35.0,1900.0,0.0,111.0,1640.0,33602.0,77.0,2804.0,21.0,1701.0,0.0,68.0,685.0,9251.0
2020-05-18,Santa Barbara,County,456373.0,26.0,1771.0,1.0,28.0,602.0,17707.0,27.0,1745.0,44.0,1501.0,0.0,10.0,726.0,8495.0
2020-05-18,Santa Clara,County,1967585.0,36.0,2899.0,0.0,195.0,2531.0,65172.0,54.0,4053.0,15.0,2468.0,2.0,137.0,2604.0,26617.0
2020-05-18,Santa Cruz,County,273999.0,11.0,187.0,0.0,2.0,248.0,7344.0,6.0,202.0,5.0,160.0,0.0,3.0,216.0,2154.0
2020-05-18,Shasta,County,177925.0,1.0,49.0,0.0,4.0,364.0,4411.0,0.0,81.0,0.0,34.0,0.0,4.0,248.0,2099.0
2020-05-18,Sierra,County,3115.0,0.0,1.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,Siskiyou,County,43956.0,0.0,6.0,0.0,0.0,107.0,1600.0,0.0,13.0,0.0,6.0,0.0,0.0,36.0,637.0
2020-05-18,Solano,County,444255.0,12.0,513.0,0.0,27.0,592.0,12289.0,14.0,504.0,6.0,398.0,0.0,4.0,304.0,3563.0
2020-05-18,Sonoma,County,496668.0,21.0,493.0,0.0,3.0,1254.0,21425.0,30.0,517.0,11.0,387.0,0.0,4.0,942.0,8591.0
2020-05-18,Stanislaus,County,562303.0,11.0,679.0,0.0,44.0,397.0,12142.0,8.0,752.0,6.0,572.0,0.0,25.0,578.0,4940.0
2020-05-18,Sutter,County,105747.0,1.0,47.0,0.0,2.0,119.0,2010.0,0.0,38.0,0.0,38.0,0.0,2.0,81.0,898.0
2020-05-18,Tehama,County,65885.0,1.0,4.0,0.0,1.0,122.0,1368.0,1.0,7.0,0.0,2.0,0.0,1.0,37.0,469.0
2020-05-18,Trinity,County,13354.0,0.0,1.0,0.0,0.0,19.0,263.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,45.0
2020-05-18,Tulare,County,484423.0,59.0,1933.0,3.0,118.0,523.0,18442.0,76.0,2589.0,61.0,1491.0,0.0,63.0,361.0,5599.0
2020-05-18,Tuolumne,County,52351.0,0.0,2.0,0.0,0.0,36.0,1199.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,244.0
2020-05-18,Unknown,County,,0.0,0.0,0.0,0.0,,,,,0.0,3.0,0.0,0.0,183.0,2238.0
2020-05-18,Ventura,County,852747.0,40.0,1177.0,2.0,40.0,1197.0,26328.0,46.0,1297.0,12.0,850.0,0.0,27.0,913.0,8368.0
2020-05-18,Yolo,County,223612.0,2.0,198.0,0.0,25.0,210.0,5833.0,10.0,322.0,1.0,183.0,0.0,22.0,309.0,2548.0
2020-05-18,Yuba,County,79290.0,0.0,27.0,0.0,1.0,81.0,1580.0,0.0,21.0,2.0,23.0,0.0,1.0,46.0,566.0
2020-05-17,Alameda,County,1685886.0,50.0,2858.0,0.0,129.0,304.0,43868.0,41.0,2617.0,62.0,2389.0,0.0,83.0,1244.0,13353.0
2020-05-17,Alpine,County,1117.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-17,Amador,County,38531.0,0.0,11.0,0.0,0.0,16.0,778.0,1.0,12.0,0.0,8.0,0.0,0.0,17.0,164.0
2020-05-17,Butte,County,217769.0,4.0,38.0,1.0,1.0,56.0,3266.0,0.0,34.0,1.0,23.0,0.0,0.0,101.0,1079.0
2020-05-17,Calaveras,County,44289.0,0.0,16.0,0.0,0.0,8.0,945.0,0.0,15.0,0.0,13.0,0.0,0.0,33.0,277.0
2020-05-17,California,State,40129160.0,1319.0,100611.0,54.0,5610.0,17344.0,1493356.0,1131.0,111550.0,1591.0,80430.0,36.0,3216.0,57399.0,512394.0
2020-05-17,Colusa,County,22593.0,0.0,3.0,0.0,0.0,7.0,249.0,0.0,4.0,0.0,3.0,0.0,0.0,10.0,83.0
2020-05-17,Contra Costa,County,1160099.0,18.0,1325.0,1.0,43.0,317.0,29159.0,6.0,1288.0,19.0,1155.0,0.0,33.0,773.0,8094.0
2020-05-17,Del Norte,County,27558.0,4.0,23.0,0.0,0.0,16.0,599.0,4.0,14.0,3.0,7.0,0.0,0.0,34.0,185.0
2020-05-17,El Dorado,County,193098.0,0.0,82.0,0.0,0.0,49.0,5252.0,0.0,88.0,0.0,65.0,0.0,0.0,451.0,2571.0
2020-05-17,Fresno,County,1032227.0,55.0,2152.0,0.0,92.0,160.0,17792.0,18.0,1521.0,36.0,1213.0,0.0,14.0,623.0,5469.0
2020-05-17,Glenn,County,29348.0,0.0,16.0,0.0,0.0,3.0,350.0,0.0,11.0,0.0,9.0,0.0,0.0,13.0,87.0
2020-05-17,Humboldt,County,134098.0,2.0,95.0,0.0,4.0,49.0,4910.0,4.0,94.0,1.0,70.0,0.0,0.0,440.0,2050.0
2020-05-17,Imperial,County,191649.0,62.0,1725.0,2.0,83.0,126.0,6969.0,32.0,1208.0,3.0,715.0,0.0,14.0,660.0,4095.0
2020-05-17,Inyo,County,18453.0,0.0,19.0,0.0,1.0,5.0,504.0,0.0,22.0,0.0,20.0,0.0,1.0,16.0,170.0
2020-05-17,Kern,County,927251.0,36.0,1947.0,0.0,50.0,318.0,18650.0,29.0,1356.0,37.0,1546.0,0.0,26.0,673.0,5901.0
2020-05-17,Kings,County,156444.0,9.0,491.0,0.0,3.0,27.0,4802.0,1.0,543.0,0.0,356.0,0.0,2.0,132.0,1429.0
2020-05-17,Lake,County,64871.0,0.0,13.0,0.0,0.0,31.0,1349.0,0.0,12.0,0.0,7.0,0.0,0.0,79.0,493.0
2020-05-17,Lassen,County,30065.0,1.0,1.0,0.0,0.0,2.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,74.0
2020-05-17,Los Angeles,County,10257557.0,575.0,47011.0,31.0,3034.0,7638.0,651421.0,587.0,55211.0,644.0,37996.0,29.0,1807.0,23918.0,230446.0
2020-05-17,Madera,County,160089.0,2.0,145.0,0.0,3.0,49.0,2010.0,1.0,79.0,-1.0,69.0,0.0,2.0,47.0,422.0
2020-05-17,Marin,County,260800.0,4.0,354.0,0.0,20.0,139.0,9444.0,4.0,369.0,18.0,315.0,0.0,14.0,404.0,3184.0
2020-05-17,Mariposa,County,17795.0,0.0,15.0,0.0,1.0,1.0,701.0,0.0,14.0,0.0,15.0,0.0,1.0,6.0,280.0
2020-05-17,Mendocino,County,88439.0,0.0,13.0,0.0,1.0,28.0,2318.0,0.0,34.0,0.0,10.0,0.0,0.0,79.0,523.0
2020-05-17,Merced,County,287420.0,2.0,304.0,0.0,6.0,29.0,5694.0,3.0,324.0,13.0,214.0,0.0,5.0,447.0,2685.0
2020-05-17,Modoc,County,9475.0,0.0,0.0,0.0,0.0,1.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0
2020-05-17,Mono,County,13961.0,0.0,38.0,0.0,1.0,1.0,565.0,1.0,51.0,0.0,32.0,0.0,1.0,33.0,222.0
2020-05-17,Monterey,County,448732.0,15.0,414.0,0.0,11.0,137.0,7316.0,2.0,368.0,13.0,342.0,0.0,8.0,242.0,1705.0
2020-05-17,Napa,County,139652.0,0.0,104.0,0.0,3.0,14.0,5997.0,0.0,96.0,3.0,89.0,0.0,3.0,634.0,2834.0
2020-05-17,Nevada,County,98710.0,0.0,47.0,0.0,1.0,16.0,2521.0,0.0,17.0,0.0,41.0,0.0,1.0,118.0,742.0
2020-05-17,Orange,County,3228519.0,76.0,6514.0,1.0,408.0,986.0,82200.0,72.0,6742.0,70.0,4466.0,1.0,88.0,2318.0,21323.0
2020-05-17,Out of state,County,,,,,,,,,,,,,,185.0,1644.0
2020-05-17,Placer,County,400434.0,2.0,192.0,0.0,9.0,89.0,9420.0,0.0,243.0,1.0,175.0,0.0,8.0,281.0,2754.0
2020-05-17,Plumas,County,18997.0,0.0,4.0,0.0,0.0,0.0,557.0,0.0,4.0,0.0,4.0,0.0,0.0,6.0,79.0
2020-05-17,Riverside,County,2468145.0,88.0,6796.0,2.0,359.0,1113.0,99578.0,80.0,7358.0,143.0,5776.0,2.0,245.0,2234.0,26857.0
2020-05-17,Sacramento,County,1567975.0,7.0,1308.0,1.0,70.0,485.0,38511.0,8.0,1531.0,15.0,1224.0,1.0,56.0,1512.0,11556.0
2020-05-17,San Benito,County,64022.0,5.0,78.0,0.0,2.0,99.0,2106.0,1.0,76.0,1.0,59.0,0.0,2.0,493.0,1718.0
2020-05-17,San Bernardino,County,2217398.0,71.0,4598.0,4.0,246.0,643.0,56644.0,73.0,5153.0,105.0,3467.0,0.0,155.0,2381.0,19175.0
2020-05-17,San Diego,County,3370418.0,83.0,6789.0,6.0,341.0,1156.0,83817.0,52.0,6773.0,174.0,5838.0,0.0,209.0,3956.0,34232.0
2020-05-17,San Francisco,County,892280.0,23.0,2358.0,1.0,50.0,451.0,42012.0,23.0,2503.0,38.0,2132.0,0.0,36.0,1421.0,15445.0
2020-05-17,San Joaquin,County,782545.0,8.0,783.0,2.0,39.0,118.0,16371.0,2.0,906.0,20.0,688.0,0.0,32.0,594.0,4905.0
2020-05-17,San Luis Obispo,County,278862.0,1.0,299.0,0.0,4.0,153.0,11538.0,0.0,259.0,2.0,242.0,0.0,1.0,778.0,5025.0
2020-05-17,San Mateo,County,778001.0,16.0,1865.0,1.0,111.0,276.0,31962.0,42.0,2727.0,28.0,1680.0,0.0,68.0,797.0,8566.0
2020-05-17,Santa Barbara,County,456373.0,12.0,1745.0,0.0,27.0,314.0,17105.0,4.0,1718.0,35.0,1457.0,0.0,10.0,847.0,7769.0
2020-05-17,Santa Clara,County,1967585.0,14.0,2863.0,0.0,195.0,671.0,62641.0,10.0,3999.0,33.0,2453.0,0.0,135.0,3255.0,24013.0
2020-05-17,Santa Cruz,County,273999.0,3.0,176.0,0.0,2.0,100.0,7096.0,0.0,196.0,1.0,155.0,0.0,3.0,263.0,1938.0
2020-05-17,Shasta,County,177925.0,0.0,48.0,0.0,4.0,17.0,4047.0,0.0,81.0,1.0,34.0,0.0,4.0,293.0,1851.0
2020-05-17,Sierra,County,3115.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-17,Siskiyou,County,43956.0,0.0,6.0,0.0,0.0,2.0,1493.0,0.0,13.0,0.0,6.0,0.0,0.0,39.0,601.0
2020-05-17,Solano,County,444255.0,5.0,501.0,0.0,27.0,58.0,11697.0,1.0,490.0,0.0,392.0,0.0,4.0,361.0,3259.0
2020-05-17,Sonoma,County,496668.0,13.0,472.0,0.0,3.0,286.0,20171.0,2.0,487.0,20.0,376.0,0.0,4.0,1008.0,7649.0
2020-05-17,Stanislaus,County,562303.0,9.0,668.0,0.0,44.0,117.0,11745.0,6.0,744.0,20.0,566.0,1.0,25.0,698.0,4362.0
2020-05-17,Sutter,County,105747.0,0.0,46.0,0.0,2.0,11.0,1891.0,0.0,38.0,3.0,38.0,0.0,2.0,102.0,817.0
2020-05-17,Tehama,County,65885.0,0.0,3.0,0.0,1.0,15.0,1246.0,0.0,6.0,0.0,2.0,0.0,1.0,43.0,432.0
2020-05-17,Trinity,County,13354.0,0.0,1.0,0.0,0.0,1.0,244.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,41.0
2020-05-17,Tulare,County,484423.0,18.0,1874.0,1.0,115.0,32.0,17919.0,11.0,2513.0,4.0,1430.0,0.0,63.0,434.0,5238.0
2020-05-17,Tuolumne,County,52351.0,0.0,2.0,0.0,0.0,13.0,1163.0,0.0,2.0,0.0,2.0,0.0,0.0,20.0,226.0
2020-05-17,Unknown,County,,0.0,0.0,0.0,0.0,,,,,-1.0,3.0,0.0,0.0,245.0,2055.0
2020-05-17,Ventura,County,852747.0,25.0,1137.0,0.0,38.0,526.0,25131.0,9.0,1251.0,25.0,838.0,2.0,27.0,1162.0,7455.0
2020-05-17,Yolo,County,223612.0,1.0,196.0,0.0,25.0,50.0,5623.0,1.0,312.0,1.0,182.0,0.0,22.0,370.0,2239.0
2020-05-17,Yuba,County,79290.0,0.0,27.0,0.0,1.0,15.0,1499.0,0.0,21.0,0.0,21.0,0.0,1.0,62.0,520.0
2020-05-16,Alameda,County,1685886.0,36.0,2808.0,1.0,129.0,705.0,43564.0,29.0,2576.0,38.0,2327.0,0.0,83.0,1187.0,12109.0
2020-05-16,Alpine,County,1117.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-16,Amador,County,38531.0,0.0,11.0,0.0,0.0,20.0,762.0,0.0,11.0,0.0,8.0,0.0,0.0,17.0,147.0
2020-05-16,Butte,County,217769.0,2.0,34.0,0.0,0.0,53.0,3210.0,0.0,34.0,0.0,22.0,0.0,0.0,99.0,978.0
2020-05-16,Calaveras,County,44289.0,0.0,16.0,0.0,0.0,5.0,937.0,0.0,15.0,0.0,13.0,0.0,0.0,28.0,244.0
2020-05-16,California,State,40129160.0,1680.0,99292.0,64.0,5556.0,34334.0,1476012.0,1865.0,110419.0,2046.0,78839.0,61.0,3180.0,56085.0,454995.0
2020-05-16,Colusa,County,22593.0,0.0,3.0,0.0,0.0,4.0,242.0,0.0,4.0,0.0,3.0,0.0,0.0,9.0,73.0
2020-05-16,Contra Costa,County,1160099.0,18.0,1307.0,0.0,42.0,538.0,28842.0,25.0,1282.0,30.0,1136.0,0.0,33.0,795.0,7321.0
2020-05-16,Del Norte,County,27558.0,5.0,19.0,0.0,0.0,17.0,583.0,3.0,10.0,0.0,4.0,0.0,0.0,30.0,151.0
2020-05-16,El Dorado,County,193098.0,0.0,82.0,0.0,0.0,107.0,5203.0,0.0,88.0,1.0,65.0,0.0,0.0,375.0,2120.0
2020-05-16,Fresno,County,1032227.0,64.0,2097.0,3.0,92.0,552.0,17632.0,25.0,1503.0,51.0,1177.0,0.0,14.0,581.0,4846.0
2020-05-16,Glenn,County,29348.0,0.0,16.0,0.0,0.0,2.0,347.0,0.0,11.0,0.0,9.0,0.0,0.0,12.0,74.0
2020-05-16,Humboldt,County,134098.0,2.0,93.0,0.0,4.0,28.0,4861.0,2.0,90.0,9.0,69.0,0.0,0.0,347.0,1610.0
2020-05-16,Imperial,County,191649.0,80.0,1663.0,2.0,81.0,338.0,6843.0,54.0,1176.0,32.0,712.0,0.0,14.0,584.0,3435.0
2020-05-16,Inyo,County,18453.0,0.0,19.0,0.0,1.0,7.0,499.0,0.0,22.0,0.0,20.0,0.0,1.0,15.0,154.0
2020-05-16,Kern,County,927251.0,56.0,1911.0,0.0,50.0,529.0,18332.0,42.0,1327.0,37.0,1509.0,1.0,26.0,628.0,5228.0
2020-05-16,Kings,County,156444.0,3.0,482.0,0.0,3.0,60.0,4775.0,11.0,542.0,9.0,356.0,0.0,2.0,133.0,1297.0
2020-05-16,Lake,County,64871.0,0.0,13.0,0.0,0.0,12.0,1318.0,2.0,12.0,0.0,7.0,0.0,0.0,71.0,414.0
2020-05-16,Lassen,County,30065.0,0.0,0.0,0.0,0.0,3.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,65.0
2020-05-16,Los Angeles,County,10257557.0,784.0,46436.0,41.0,3003.0,18802.0,643783.0,1098.0,54624.0,1035.0,37352.0,44.0,1778.0,25422.0,206528.0
2020-05-16,Madera,County,160089.0,1.0,143.0,0.0,3.0,31.0,1961.0,1.0,78.0,-1.0,70.0,0.0,2.0,44.0,375.0
2020-05-16,Marin,County,260800.0,8.0,350.0,0.0,20.0,178.0,9305.0,5.0,365.0,2.0,297.0,0.0,14.0,349.0,2780.0
2020-05-16,Mariposa,County,17795.0,0.0,15.0,0.0,1.0,12.0,700.0,0.0,14.0,0.0,15.0,0.0,1.0,5.0,274.0
2020-05-16,Mendocino,County,88439.0,0.0,13.0,0.0,1.0,12.0,2290.0,0.0,34.0,0.0,10.0,0.0,0.0,70.0,444.0
2020-05-16,Merced,County,287420.0,3.0,302.0,0.0,6.0,35.0,5665.0,1.0,321.0,10.0,201.0,0.0,5.0,361.0,2238.0
2020-05-16,Modoc,County,9475.0,0.0,0.0,0.0,0.0,2.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
2020-05-16,Mono,County,13961.0,0.0,38.0,0.0,1.0,4.0,564.0,0.0,50.0,1.0,32.0,0.0,1.0,31.0,189.0
2020-05-16,Monterey,County,448732.0,6.0,399.0,0.0,11.0,363.0,7179.0,3.0,366.0,8.0,329.0,0.0,8.0,195.0,1463.0
2020-05-16,Napa,County,139652.0,0.0,104.0,0.0,3.0,239.0,5983.0,1.0,96.0,3.0,86.0,0.0,3.0,534.0,2200.0
2020-05-16,Nevada,County,98710.0,0.0,47.0,0.0,1.0,43.0,2505.0,0.0,17.0,0.0,41.0,0.0,1.0,96.0,624.0
2020-05-16,Orange,County,3228519.0,174.0,6438.0,8.0,407.0,1525.0,81214.0,146.0,6670.0,115.0,4396.0,0.0,87.0,2186.0,19005.0
2020-05-16,Out of state,County,,,,,,,,,,,,,,170.0,1459.0
2020-05-16,Placer,County,400434.0,2.0,190.0,0.0,9.0,136.0,9331.0,2.0,243.0,0.0,174.0,0.0,8.0,263.0,2473.0
2020-05-16,Plumas,County,18997.0,0.0,4.0,0.0,0.0,0.0,557.0,0.0,4.0,0.0,4.0,0.0,0.0,8.0,73.0
2020-05-16,Riverside,County,2468145.0,114.0,6708.0,2.0,357.0,1752.0,98465.0,112.0,7278.0,137.0,5633.0,10.0,243.0,2369.0,24623.0
2020-05-16,Sacramento,County,1567975.0,10.0,1301.0,0.0,69.0,655.0,38026.0,9.0,1523.0,6.0,1209.0,0.0,55.0,1332.0,10044.0
2020-05-16,San Benito,County,64022.0,3.0,73.0,0.0,2.0,25.0,2007.0,0.0,75.0,1.0,58.0,0.0,2.0,384.0,1225.0
2020-05-16,San Bernardino,County,2217398.0,77.0,4527.0,0.0,242.0,726.0,56001.0,70.0,5080.0,137.0,3362.0,2.0,155.0,2231.0,16794.0
2020-05-16,San Diego,County,3370418.0,108.0,6706.0,6.0,335.0,2126.0,82661.0,93.0,6721.0,139.0,5664.0,1.0,209.0,3686.0,30276.0
2020-05-16,San Francisco,County,892280.0,16.0,2335.0,1.0,49.0,837.0,41561.0,18.0,2480.0,32.0,2094.0,0.0,36.0,1461.0,14024.0
2020-05-16,San Joaquin,County,782545.0,6.0,775.0,0.0,37.0,259.0,16253.0,7.0,904.0,12.0,668.0,0.0,32.0,509.0,4311.0
2020-05-16,San Luis Obispo,County,278862.0,1.0,298.0,0.0,4.0,267.0,11385.0,1.0,259.0,3.0,240.0,0.0,1.0,629.0,4247.0
2020-05-16,San Mateo,County,778001.0,5.0,1849.0,0.0,110.0,350.0,31686.0,15.0,2685.0,40.0,1652.0,0.0,68.0,724.0,7769.0
2020-05-16,Santa Barbara,County,456373.0,12.0,1733.0,0.0,27.0,484.0,16791.0,5.0,1714.0,13.0,1422.0,0.0,10.0,759.0,6922.0
2020-05-16,Santa Clara,County,1967585.0,23.0,2849.0,0.0,195.0,901.0,61970.0,23.0,3989.0,25.0,2420.0,0.0,135.0,2870.0,20758.0
2020-05-16,Santa Cruz,County,273999.0,1.0,173.0,0.0,2.0,195.0,6996.0,3.0,196.0,8.0,154.0,0.0,3.0,227.0,1675.0
2020-05-16,Shasta,County,177925.0,0.0,48.0,0.0,4.0,19.0,4030.0,1.0,81.0,0.0,33.0,0.0,4.0,251.0,1558.0
2020-05-16,Sierra,County,3115.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-16,Siskiyou,County,43956.0,1.0,6.0,0.0,0.0,5.0,1491.0,0.0,13.0,1.0,6.0,0.0,0.0,42.0,562.0
2020-05-16,Solano,County,444255.0,4.0,496.0,0.0,27.0,84.0,11639.0,5.0,489.0,4.0,392.0,0.0,4.0,315.0,2898.0
2020-05-16,Sonoma,County,496668.0,8.0,459.0,0.0,3.0,452.0,19885.0,10.0,485.0,7.0,356.0,0.0,4.0,891.0,6641.0
2020-05-16,Stanislaus,County,562303.0,7.0,659.0,0.0,44.0,137.0,11628.0,2.0,738.0,6.0,546.0,1.0,24.0,615.0,3664.0
2020-05-16,Sutter,County,105747.0,1.0,46.0,0.0,2.0,40.0,1880.0,1.0,38.0,0.0,35.0,0.0,2.0,94.0,715.0
2020-05-16,Tehama,County,65885.0,0.0,3.0,0.0,1.0,18.0,1231.0,0.0,6.0,1.0,2.0,0.0,1.0,36.0,389.0
2020-05-16,Trinity,County,13354.0,0.0,1.0,0.0,0.0,2.0,243.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,37.0
2020-05-16,Tulare,County,484423.0,23.0,1856.0,0.0,114.0,246.0,17887.0,30.0,2502.0,70.0,1426.0,2.0,63.0,430.0,4804.0
2020-05-16,Tuolumne,County,52351.0,0.0,2.0,0.0,0.0,4.0,1150.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,206.0
2020-05-16,Unknown,County,,0.0,0.0,0.0,0.0,,,,,1.0,4.0,0.0,0.0,201.0,1810.0
2020-05-16,Ventura,County,852747.0,15.0,1112.0,0.0,38.0,272.0,24605.0,10.0,1242.0,24.0,813.0,0.0,25.0,988.0,6293.0
2020-05-16,Yolo,County,223612.0,1.0,195.0,0.0,25.0,88.0,5573.0,0.0,311.0,-1.0,181.0,0.0,22.0,308.0,1869.0
2020-05-16,Yuba,County,79290.0,0.0,27.0,0.0,1.0,28.0,1484.0,0.0,21.0,0.0,21.0,0.0,1.0,57.0,458.0
2020-05-15,Alameda,County,1685886.0,91.0,2772.0,3.0,128.0,1259.0,42859.0,85.0,2547.0,34.0,2289.0,3.0,83.0,1027.0,10922.0
2020-05-15,Alpine,County,1117.0,0.0,1.0,0.0,0.0,2.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-05-15,Amador,County,38531.0,0.0,11.0,0.0,0.0,28.0,742.0,0.0,11.0,0.0,8.0,0.0,0.0,17.0,130.0
2020-05-15,Butte,County,217769.0,2.0,32.0,0.0,0.0,134.0,3157.0,1.0,34.0,0.0,22.0,0.0,0.0,71.0,879.0
2020-05-15,Calaveras,County,44289.0,0.0,16.0,0.0,0.0,33.0,932.0,0.0,15.0,0.0,13.0,0.0,0.0,27.0,216.0
2020-05-15,California,State,40129160.0,2491.0,97612.0,95.0,5492.0,62585.0,1441678.0,3347.0,108554.0,1857.0,76793.0,90.0,3119.0,45190.0,398910.0
2020-05-15,Colusa,County,22593.0,0.0,3.0,0.0,0.0,11.0,238.0,0.0,4.0,0.0,3.0,0.0,0.0,9.0,64.0
2020-05-15,Contra Costa,County,1160099.0,25.0,1289.0,0.0,42.0,1214.0,28304.0,25.0,1257.0,16.0,1106.0,1.0,33.0,692.0,6526.0
2020-05-15,Del Norte,County,27558.0,0.0,14.0,0.0,0.0,15.0,566.0,1.0,7.0,0.0,4.0,0.0,0.0,19.0,121.0
2020-05-15,El Dorado,County,193098.0,9.0,82.0,0.0,0.0,264.0,5096.0,9.0,88.0,5.0,64.0,0.0,0.0,246.0,1745.0
2020-05-15,Fresno,County,1032227.0,53.0,2033.0,2.0,89.0,772.0,17080.0,49.0,1478.0,88.0,1126.0,2.0,14.0,384.0,4265.0
2020-05-15,Glenn,County,29348.0,1.0,16.0,0.0,0.0,66.0,345.0,0.0,11.0,1.0,9.0,0.0,0.0,8.0,62.0
2020-05-15,Humboldt,County,134098.0,2.0,91.0,0.0,4.0,250.0,4833.0,9.0,88.0,1.0,60.0,0.0,0.0,190.0,1263.0
2020-05-15,Imperial,County,191649.0,114.0,1583.0,4.0,79.0,484.0,6505.0,74.0,1122.0,28.0,680.0,1.0,14.0,297.0,2851.0
2020-05-15,Inyo,County,18453.0,0.0,19.0,0.0,1.0,10.0,492.0,0.0,22.0,0.0,20.0,0.0,1.0,14.0,139.0
2020-05-15,Kern,County,927251.0,42.0,1855.0,1.0,50.0,1087.0,17803.0,52.0,1285.0,42.0,1472.0,4.0,25.0,560.0,4600.0
2020-05-15,Kings,County,156444.0,16.0,479.0,0.0,3.0,304.0,4715.0,14.0,531.0,5.0,347.0,1.0,2.0,87.0,1164.0
