date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests,cumulative_reported_tests
2021-03-15,Calaveras,County,44289.0,1.0,1946.0,0.0,49.0,65.0,35292.0,1.0,2189.0,2.0,1941.0,0.0,49.0,65.0,24379.0
2021-03-15,California,State,40129160.0,1236.0,3535334.0,0.0,55795.0,90961.0,51593190.0,1392.0,4211507.0,1260.0,3530055.0,42.0,55372.0,167229.0,50599304.0
2021-03-15,Colusa,County,22593.0,0.0,1882.0,0.0,12.0,21.0,15234.0,0.0,1737.0,0.0,1883.0,0.0,12.0,32.0,13660.0
2021-03-15,Contra Costa,County,1160099.0,38.0,64022.0,0.0,737.0,2712.0,1279119.0,34.0,70688.0,39.0,63847.0,1.0,732.0,2567.0,988551.0
2021-03-15,Del Norte,County,27558.0,1.0,1052.0,0.0,6.0,30.0,67944.0,1.0,1146.0,0.0,1048.0,0.0,6.0,95.0,24194.0
2021-03-15,El Dorado,County,193098.0,6.0,9252.0,0.0,105.0,296.0,147840.0,9.0,9085.0,4.0,9235.0,0.0,103.0,397.0,127728.0
2021-03-15,Fresno,County,1032227.0,29.0,97720.0,0.0,1507.0,2301.0,1034607.0,37.0,114347.0,59.0,97520.0,0.0,1496.0,2256.0,817944.0
2021-03-15,Glenn,County,29348.0,0.0,2269.0,0.0,17.0,75.0,21501.0,1.0,2327.0,1.0,2261.0,0.0,15.0,35.0,16367.0
2021-03-15,Humboldt,County,134098.0,11.0,3363.0,0.0,33.0,263.0,115181.0,7.0,3536.0,2.0,3337.0,0.0,32.0,298.0,86606.0
2021-03-15,Imperial,County,191649.0,14.0,27167.0,0.0,691.0,775.0,255700.0,19.0,31016.0,0.0,27122.0,-1.0,684.0,167.0,162646.0
2021-03-15,Inyo,County,18453.0,1.0,1351.0,0.0,35.0,20.0,16466.0,1.0,1139.0,0.0,1346.0,0.0,35.0,41.0,13994.0
2021-03-15,Kern,County,927251.0,31.0,93385.0,0.0,1149.0,1882.0,882884.0,40.0,106231.0,14.0,93266.0,0.0,1141.0,1329.0,673915.0
2021-03-15,Kings,County,156444.0,10.0,22333.0,0.0,233.0,824.0,311357.0,16.0,25859.0,2.0,22294.0,1.0,233.0,220.0,146770.0
2021-03-15,Lake,County,64871.0,1.0,3250.0,0.0,43.0,121.0,58851.0,1.0,3780.0,0.0,3237.0,0.0,43.0,91.0,48365.0
2021-03-15,Lassen,County,30065.0,0.0,5125.0,0.0,1.0,296.0,113210.0,0.0,5872.0,0.0,5125.0,0.0,1.0,35.0,43642.0
2021-03-15,Los Angeles,County,10257557.0,212.0,1173405.0,0.0,22602.0,3523.0,16777047.0,34.0,1500312.0,345.0,1172445.0,1.0,22477.0,105930.0,23283875.0
2021-03-15,Madera,County,160089.0,14.0,15835.0,0.0,214.0,574.0,209284.0,14.0,17814.0,2.0,15806.0,0.0,214.0,227.0,117418.0
2021-03-15,Marin,County,260800.0,7.0,13428.0,0.0,218.0,659.0,431940.0,8.0,14840.0,3.0,13408.0,0.0,218.0,702.0,274279.0
2021-03-15,Mariposa,County,17795.0,0.0,379.0,0.0,5.0,8.0,18852.0,0.0,421.0,0.0,376.0,0.0,5.0,14.0,7907.0
2021-03-15,Mendocino,County,88439.0,1.0,3624.0,0.0,44.0,72.0,88316.0,1.0,3991.0,2.0,3615.0,0.0,44.0,90.0,57198.0
2021-03-15,Merced,County,287420.0,22.0,29249.0,0.0,408.0,572.0,305711.0,22.0,30886.0,20.0,29169.0,0.0,407.0,596.0,216856.0
2021-03-15,Modoc,County,9475.0,0.0,341.0,0.0,3.0,5.0,5351.0,0.0,158.0,0.0,340.0,0.0,3.0,4.0,3599.0
2021-03-15,Mono,County,13961.0,2.0,1211.0,0.0,3.0,61.0,14621.0,2.0,1311.0,0.0,1206.0,0.0,3.0,3.0,12732.0
2021-03-15,Monterey,County,448732.0,13.0,42043.0,0.0,334.0,864.0,513676.0,16.0,47215.0,4.0,42011.0,0.0,333.0,698.0,347689.0
2021-03-15,Napa,County,139652.0,7.0,9218.0,0.0,76.0,280.0,228005.0,8.0,9975.0,2.0,9196.0,0.0,75.0,272.0,144132.0
2021-03-15,Nevada,County,98710.0,8.0,4143.0,0.0,74.0,301.0,86698.0,10.0,4049.0,1.0,4123.0,0.0,66.0,148.0,58950.0
2021-03-15,Orange,County,3228519.0,58.0,247928.0,0.0,4502.0,7263.0,3217018.0,83.0,302108.0,41.0,247697.0,21.0,4481.0,5937.0,2753152.0
2021-03-15,Out of state,County,,,,,,,,,,,,,,1649.0,315353.0
2021-03-15,Placer,County,400434.0,5.0,20365.0,0.0,243.0,618.0,327533.0,11.0,21615.0,20.0,20308.0,0.0,238.0,861.0,267050.0
2021-03-15,Plumas,County,18997.0,3.0,645.0,0.0,4.0,77.0,17170.0,3.0,615.0,0.0,642.0,0.0,4.0,33.0,12651.0
2021-03-15,Riverside,County,2468145.0,89.0,281643.0,0.0,3925.0,4802.0,2535955.0,133.0,336461.0,35.0,281367.0,11.0,3856.0,4089.0,1989482.0
2021-03-15,Sacramento,County,1567975.0,34.0,95648.0,0.0,1477.0,3101.0,1525883.0,45.0,107477.0,71.0,95414.0,1.0,1463.0,3050.0,1177612.0
2021-03-15,San Benito,County,64022.0,5.0,5839.0,0.0,61.0,266.0,70316.0,9.0,6612.0,2.0,5831.0,0.0,61.0,91.0,47500.0
2021-03-15,San Bernardino,County,2217398.0,90.0,284159.0,0.0,4049.0,5433.0,2554473.0,123.0,336482.0,24.0,283815.0,8.0,4004.0,3327.0,2118556.0
2021-03-15,San Diego,County,3370418.0,104.0,266300.0,0.0,3470.0,10707.0,3576850.0,191.0,282820.0,178.0,265646.0,0.0,3452.0,4523.0,3244933.0
2021-03-15,San Francisco,County,892280.0,23.0,34872.0,0.0,457.0,3280.0,1715043.0,29.0,44256.0,10.0,34820.0,1.0,456.0,2060.0,1127527.0
2021-03-15,San Joaquin,County,782545.0,35.0,67087.0,0.0,1164.0,1969.0,792306.0,56.0,77581.0,59.0,66622.0,0.0,1140.0,1660.0,616408.0
2021-03-15,San Luis Obispo,County,278862.0,20.0,19855.0,0.0,249.0,1199.0,437923.0,21.0,21267.0,7.0,19813.0,0.0,247.0,439.0,238523.0
2021-03-15,San Mateo,County,778001.0,19.0,39832.0,0.0,344.0,3768.0,1246446.0,28.0,50223.0,21.0,39765.0,2.0,344.0,2429.0,762618.0
2021-03-15,Santa Barbara,County,456373.0,23.0,32584.0,0.0,433.0,1572.0,522204.0,31.0,37472.0,15.0,32529.0,0.0,431.0,626.0,343747.0
2021-03-15,Santa Clara,County,1967585.0,80.0,112974.0,0.0,1805.0,11061.0,3181209.0,96.0,128508.0,81.0,112729.0,2.0,1798.0,5975.0,2143736.0
2021-03-15,Santa Cruz,County,273999.0,11.0,14967.0,0.0,199.0,1568.0,332462.0,12.0,15878.0,12.0,14899.0,0.0,200.0,625.0,207593.0
2021-03-15,Shasta,County,177925.0,4.0,11044.0,0.0,100.0,637.0,159740.0,4.0,8288.0,0.0,11019.0,0.0,92.0,288.0,98220.0
2021-03-15,Sierra,County,3115.0,0.0,49.0,0.0,0.0,3.0,2299.0,0.0,52.0,0.0,49.0,0.0,0.0,1.0,1172.0
2021-03-15,Siskiyou,County,43956.0,0.0,1479.0,0.0,5.0,36.0,27871.0,0.0,1605.0,2.0,1475.0,0.0,5.0,78.0,25634.0
2021-03-15,Solano,County,444255.0,7.0,30320.0,0.0,171.0,705.0,554136.0,5.0,31669.0,28.0,30258.0,0.0,171.0,760.0,369997.0
2021-03-15,Sonoma,County,496668.0,18.0,28872.0,0.0,292.0,1096.0,588366.0,16.0,31630.0,16.0,28814.0,1.0,285.0,894.0,411866.0
2021-03-15,Stanislaus,County,562303.0,42.0,51503.0,0.0,682.0,949.0,529222.0,47.0,58021.0,51.0,51357.0,-7.0,683.0,1190.0,440453.0
2021-03-15,Sutter,County,105747.0,9.0,8979.0,0.0,103.0,153.0,84198.0,8.0,9875.0,4.0,8962.0,0.0,102.0,170.0,66287.0
2021-03-15,Tehama,County,65885.0,8.0,4670.0,0.0,34.0,63.0,50987.0,8.0,4546.0,0.0,4650.0,0.0,34.0,87.0,39557.0
2021-03-15,Trinity,County,13354.0,0.0,308.0,0.0,3.0,4.0,7225.0,1.0,329.0,0.0,308.0,0.0,3.0,22.0,10973.0
2021-03-15,Tulare,County,484423.0,10.0,47920.0,0.0,805.0,1497.0,480752.0,13.0,55541.0,12.0,47857.0,0.0,800.0,754.0,350836.0
2021-03-15,Tuolumne,County,52351.0,0.0,3938.0,0.0,57.0,63.0,82684.0,0.0,4569.0,0.0,3937.0,0.0,57.0,68.0,39707.0
2021-03-15,Unknown,County,,14.0,43.0,0.0,0.0,,,,,3.0,85.0,0.0,0.0,704.0,647888.0
2021-03-15,Ventura,County,852747.0,41.0,78641.0,0.0,916.0,4241.0,1182291.0,64.0,95183.0,15.0,78626.0,0.0,910.0,1508.0,1056528.0
2021-03-15,Yolo,County,223612.0,8.0,13168.0,0.0,190.0,2968.0,291844.0,8.0,12978.0,3.0,13131.0,1.0,190.0,2433.0,233781.0
2021-03-15,Yuba,County,79290.0,4.0,5601.0,0.0,42.0,114.0,59038.0,3.0,6346.0,2.0,5585.0,0.0,42.0,148.0,50844.0
2021-03-14,Alameda,County,1685886.0,31.0,82312.0,0.0,1185.0,1898.0,2112556.0,36.0,95719.0,106.0,82116.0,0.0,1168.0,4637.0,1485896.0
2021-03-14,Alpine,County,1117.0,0.0,82.0,0.0,0.0,1.0,1841.0,0.0,30.0,0.0,82.0,0.0,0.0,2.0,734.0
2021-03-14,Amador,County,38531.0,0.0,3511.0,0.0,44.0,51.0,96909.0,0.0,4015.0,0.0,3504.0,0.0,44.0,62.0,32031.0
2021-03-14,Butte,County,217769.0,4.0,11160.0,0.0,185.0,150.0,188605.0,6.0,11750.0,9.0,11140.0,0.0,185.0,451.0,152625.0
2021-03-14,Calaveras,County,44289.0,3.0,1945.0,0.0,49.0,40.0,35227.0,3.0,2188.0,0.0,1939.0,0.0,49.0,62.0,24314.0
2021-03-14,California,State,40129160.0,847.0,3534098.0,0.0,55795.0,35173.0,51502229.0,977.0,4210115.0,2460.0,3528795.0,95.0,55330.0,213283.0,50432075.0
2021-03-14,Colusa,County,22593.0,0.0,1882.0,0.0,12.0,12.0,15213.0,1.0,1737.0,1.0,1883.0,0.0,12.0,33.0,13628.0
2021-03-14,Contra Costa,County,1160099.0,37.0,63984.0,0.0,737.0,1337.0,1276407.0,45.0,70654.0,119.0,63808.0,0.0,731.0,3109.0,985984.0
2021-03-14,Del Norte,County,27558.0,2.0,1051.0,0.0,6.0,26.0,67914.0,3.0,1145.0,7.0,1048.0,0.0,6.0,106.0,24099.0
2021-03-14,El Dorado,County,193098.0,3.0,9246.0,0.0,105.0,143.0,147544.0,1.0,9076.0,10.0,9231.0,0.0,103.0,486.0,127331.0
2021-03-14,Fresno,County,1032227.0,24.0,97691.0,0.0,1507.0,675.0,1032306.0,32.0,114310.0,137.0,97461.0,1.0,1496.0,2922.0,815688.0
2021-03-14,Glenn,County,29348.0,0.0,2269.0,0.0,17.0,12.0,21426.0,0.0,2326.0,0.0,2260.0,0.0,15.0,44.0,16332.0
2021-03-14,Humboldt,County,134098.0,5.0,3352.0,0.0,33.0,122.0,114918.0,6.0,3529.0,10.0,3335.0,0.0,32.0,401.0,86308.0
2021-03-14,Imperial,County,191649.0,1.0,27153.0,0.0,691.0,59.0,254925.0,0.0,30997.0,23.0,27122.0,8.0,685.0,258.0,162479.0
2021-03-14,Inyo,County,18453.0,0.0,1350.0,0.0,35.0,5.0,16446.0,0.0,1138.0,2.0,1346.0,0.0,35.0,55.0,13953.0
2021-03-14,Kern,County,927251.0,14.0,93354.0,0.0,1149.0,461.0,881002.0,22.0,106191.0,55.0,93252.0,1.0,1141.0,1647.0,672586.0
2021-03-14,Kings,County,156444.0,6.0,22323.0,0.0,233.0,77.0,310533.0,6.0,25843.0,27.0,22292.0,0.0,232.0,245.0,146550.0
2021-03-14,Lake,County,64871.0,2.0,3249.0,0.0,43.0,26.0,58730.0,2.0,3779.0,3.0,3237.0,0.0,43.0,117.0,48274.0
2021-03-14,Lassen,County,30065.0,0.0,5125.0,0.0,1.0,5.0,112914.0,0.0,5872.0,0.0,5125.0,0.0,1.0,40.0,43607.0
2021-03-14,Los Angeles,County,10257557.0,206.0,1173193.0,0.0,22602.0,2541.0,16773524.0,76.0,1500278.0,595.0,1172100.0,25.0,22476.0,130143.0,23177945.0
2021-03-14,Madera,County,160089.0,4.0,15821.0,0.0,214.0,233.0,208710.0,4.0,17800.0,24.0,15804.0,0.0,214.0,299.0,117191.0
2021-03-14,Marin,County,260800.0,5.0,13421.0,0.0,218.0,245.0,431281.0,6.0,14832.0,14.0,13405.0,0.0,218.0,922.0,273577.0
2021-03-14,Mariposa,County,17795.0,0.0,379.0,0.0,5.0,5.0,18844.0,0.0,421.0,0.0,376.0,0.0,5.0,17.0,7893.0
2021-03-14,Mendocino,County,88439.0,3.0,3623.0,0.0,44.0,61.0,88244.0,3.0,3990.0,2.0,3613.0,0.0,44.0,125.0,57108.0
2021-03-14,Merced,County,287420.0,9.0,29227.0,0.0,408.0,118.0,305139.0,6.0,30864.0,43.0,29149.0,1.0,407.0,740.0,216260.0
2021-03-14,Modoc,County,9475.0,0.0,341.0,0.0,3.0,1.0,5346.0,0.0,158.0,0.0,340.0,0.0,3.0,5.0,3595.0
2021-03-14,Mono,County,13961.0,0.0,1209.0,0.0,3.0,6.0,14560.0,0.0,1309.0,-1.0,1206.0,0.0,3.0,6.0,12729.0
2021-03-14,Monterey,County,448732.0,2.0,42030.0,0.0,334.0,198.0,512812.0,3.0,47199.0,18.0,42007.0,1.0,333.0,851.0,346991.0
2021-03-14,Napa,County,139652.0,3.0,9211.0,0.0,76.0,126.0,227725.0,3.0,9967.0,4.0,9194.0,0.0,75.0,335.0,143860.0
2021-03-14,Nevada,County,98710.0,0.0,4135.0,0.0,74.0,55.0,86397.0,0.0,4039.0,11.0,4122.0,0.0,66.0,180.0,58802.0
2021-03-14,Orange,County,3228519.0,40.0,247870.0,0.0,4502.0,2576.0,3209755.0,60.0,302025.0,142.0,247656.0,37.0,4460.0,7977.0,2747215.0
2021-03-14,Out of state,County,,,,,,,,,,,,,,2210.0,313704.0
2021-03-14,Placer,County,400434.0,8.0,20360.0,0.0,243.0,285.0,326915.0,9.0,21604.0,50.0,20288.0,-1.0,238.0,918.0,266189.0
2021-03-14,Plumas,County,18997.0,0.0,642.0,0.0,4.0,10.0,17093.0,0.0,612.0,0.0,642.0,0.0,4.0,44.0,12618.0
2021-03-14,Riverside,County,2468145.0,66.0,281554.0,0.0,3925.0,2089.0,2531153.0,90.0,336328.0,141.0,281332.0,-3.0,3845.0,5466.0,1985393.0
2021-03-14,Sacramento,County,1567975.0,32.0,95614.0,0.0,1477.0,1227.0,1522782.0,41.0,107432.0,151.0,95343.0,1.0,1462.0,3514.0,1174562.0
2021-03-14,San Benito,County,64022.0,3.0,5834.0,0.0,61.0,68.0,70050.0,2.0,6603.0,6.0,5829.0,0.0,61.0,109.0,47409.0
2021-03-14,San Bernardino,County,2217398.0,32.0,284069.0,0.0,4049.0,1338.0,2549040.0,48.0,336359.0,64.0,283791.0,24.0,3996.0,4432.0,2115229.0
2021-03-14,San Diego,County,3370418.0,73.0,266196.0,0.0,3470.0,6138.0,3566143.0,175.0,282629.0,198.0,265468.0,8.0,3452.0,11372.0,3240410.0
2021-03-14,San Francisco,County,892280.0,8.0,34849.0,0.0,457.0,1467.0,1711763.0,14.0,44227.0,26.0,34810.0,0.0,455.0,2703.0,1125467.0
2021-03-14,San Joaquin,County,782545.0,19.0,67052.0,0.0,1164.0,431.0,790337.0,24.0,77525.0,83.0,66563.0,-1.0,1140.0,2081.0,614748.0
2021-03-14,San Luis Obispo,County,278862.0,2.0,19835.0,0.0,249.0,229.0,436724.0,4.0,21246.0,17.0,19806.0,0.0,247.0,516.0,238084.0
2021-03-14,San Mateo,County,778001.0,13.0,39813.0,0.0,344.0,1394.0,1242678.0,15.0,50195.0,55.0,39744.0,1.0,342.0,2793.0,760189.0
2021-03-14,Santa Barbara,County,456373.0,21.0,32561.0,0.0,433.0,702.0,520632.0,31.0,37441.0,28.0,32514.0,0.0,431.0,785.0,343121.0
2021-03-14,Santa Clara,County,1967585.0,61.0,112894.0,0.0,1805.0,3530.0,3170148.0,76.0,128412.0,117.0,112648.0,6.0,1796.0,6968.0,2137761.0
2021-03-14,Santa Cruz,County,273999.0,4.0,14956.0,0.0,199.0,134.0,330894.0,5.0,15866.0,12.0,14887.0,1.0,200.0,677.0,206968.0
2021-03-14,Shasta,County,177925.0,1.0,11040.0,0.0,100.0,84.0,159103.0,1.0,8284.0,-2.0,11019.0,-16.0,92.0,350.0,97932.0
2021-03-14,Sierra,County,3115.0,0.0,49.0,0.0,0.0,1.0,2296.0,0.0,52.0,0.0,49.0,0.0,0.0,2.0,1171.0
2021-03-14,Siskiyou,County,43956.0,1.0,1479.0,0.0,5.0,15.0,27835.0,1.0,1605.0,3.0,1473.0,0.0,5.0,101.0,25556.0
2021-03-14,Solano,County,444255.0,6.0,30313.0,0.0,171.0,277.0,553431.0,7.0,31664.0,32.0,30230.0,0.0,171.0,869.0,369237.0
2021-03-14,Sonoma,County,496668.0,9.0,28854.0,0.0,292.0,408.0,587270.0,10.0,31614.0,36.0,28798.0,-1.0,284.0,1095.0,410972.0
2021-03-14,Stanislaus,County,562303.0,19.0,51461.0,0.0,682.0,468.0,528273.0,23.0,57974.0,49.0,51306.0,-5.0,690.0,1535.0,439263.0
2021-03-14,Sutter,County,105747.0,7.0,8970.0,0.0,103.0,72.0,84045.0,7.0,9867.0,10.0,8958.0,0.0,102.0,199.0,66117.0
2021-03-14,Tehama,County,65885.0,1.0,4662.0,0.0,34.0,33.0,50924.0,2.0,4538.0,3.0,4650.0,1.0,34.0,117.0,39470.0
2021-03-14,Trinity,County,13354.0,0.0,308.0,0.0,3.0,0.0,7221.0,0.0,328.0,2.0,308.0,0.0,3.0,25.0,10951.0
2021-03-14,Tulare,County,484423.0,14.0,47910.0,0.0,805.0,220.0,479255.0,16.0,55528.0,27.0,47845.0,2.0,800.0,969.0,350082.0
2021-03-14,Tuolumne,County,52351.0,0.0,3938.0,0.0,57.0,48.0,82621.0,0.0,4569.0,0.0,3937.0,0.0,57.0,62.0,39639.0
2021-03-14,Unknown,County,,6.0,29.0,0.0,0.0,,,,,26.0,82.0,0.0,0.0,700.0,647184.0
2021-03-14,Ventura,County,852747.0,35.0,78600.0,0.0,916.0,1848.0,1178050.0,48.0,95119.0,-82.0,78611.0,4.0,910.0,2879.0,1055020.0
2021-03-14,Yolo,County,223612.0,1.0,13160.0,0.0,190.0,1343.0,288876.0,2.0,12970.0,41.0,13128.0,0.0,189.0,3329.0,231348.0
2021-03-14,Yuba,County,79290.0,1.0,5597.0,0.0,42.0,49.0,58924.0,2.0,6343.0,6.0,5583.0,0.0,42.0,186.0,50696.0
2021-03-13,Alameda,County,1685886.0,73.0,82281.0,0.0,1185.0,2953.0,2110658.0,84.0,95683.0,112.0,82010.0,4.0,1168.0,4870.0,1481259.0
2021-03-13,Alpine,County,1117.0,0.0,82.0,0.0,0.0,0.0,1840.0,0.0,30.0,0.0,82.0,0.0,0.0,3.0,732.0
2021-03-13,Amador,County,38531.0,2.0,3511.0,0.0,44.0,70.0,96858.0,6.0,4015.0,1.0,3504.0,0.0,44.0,59.0,31969.0
2021-03-13,Butte,County,217769.0,2.0,11156.0,0.0,185.0,230.0,188455.0,2.0,11744.0,5.0,11131.0,1.0,185.0,500.0,152174.0
2021-03-13,Calaveras,County,44289.0,0.0,1942.0,0.0,49.0,33.0,35187.0,0.0,2185.0,23.0,1939.0,0.0,49.0,55.0,24252.0
2021-03-13,California,State,40129160.0,1394.0,3533251.0,2.0,55795.0,60104.0,51467056.0,1808.0,4209138.0,2772.0,3526335.0,140.0,55235.0,226580.0,50218792.0
2021-03-13,Colusa,County,22593.0,0.0,1882.0,0.0,12.0,12.0,15201.0,1.0,1736.0,-1.0,1882.0,0.0,12.0,37.0,13595.0
2021-03-13,Contra Costa,County,1160099.0,62.0,63947.0,0.0,737.0,2001.0,1275070.0,79.0,70609.0,106.0,63689.0,3.0,731.0,3471.0,982875.0
2021-03-13,Del Norte,County,27558.0,3.0,1049.0,0.0,6.0,31.0,67888.0,3.0,1142.0,8.0,1041.0,0.0,6.0,115.0,23993.0
2021-03-13,El Dorado,County,193098.0,2.0,9243.0,0.0,105.0,197.0,147401.0,3.0,9075.0,2.0,9221.0,0.0,103.0,551.0,126845.0
2021-03-13,Fresno,County,1032227.0,56.0,97667.0,0.0,1507.0,1274.0,1031631.0,69.0,114278.0,139.0,97324.0,6.0,1495.0,3089.0,812766.0
2021-03-13,Glenn,County,29348.0,2.0,2269.0,0.0,17.0,21.0,21414.0,2.0,2326.0,2.0,2260.0,0.0,15.0,46.0,16288.0
2021-03-13,Humboldt,County,134098.0,5.0,3347.0,0.0,33.0,144.0,114796.0,6.0,3523.0,10.0,3325.0,0.0,32.0,496.0,85907.0
2021-03-13,Imperial,County,191649.0,5.0,27152.0,0.0,691.0,287.0,254866.0,5.0,30997.0,28.0,27099.0,0.0,677.0,211.0,162221.0
2021-03-13,Inyo,County,18453.0,0.0,1350.0,0.0,35.0,9.0,16441.0,0.0,1138.0,5.0,1344.0,0.0,35.0,50.0,13898.0
2021-03-13,Kern,County,927251.0,25.0,93340.0,0.0,1149.0,682.0,880541.0,35.0,106169.0,55.0,93197.0,8.0,1140.0,1754.0,670939.0
2021-03-13,Kings,County,156444.0,17.0,22317.0,0.0,233.0,206.0,310456.0,18.0,25837.0,32.0,22265.0,0.0,232.0,272.0,146305.0
2021-03-13,Lake,County,64871.0,7.0,3247.0,0.0,43.0,55.0,58704.0,8.0,3777.0,8.0,3234.0,0.0,43.0,120.0,48157.0
2021-03-13,Lassen,County,30065.0,0.0,5125.0,0.0,1.0,4.0,112909.0,0.0,5872.0,0.0,5125.0,0.0,1.0,43.0,43567.0
2021-03-13,Los Angeles,County,10257557.0,340.0,1172987.0,1.0,22602.0,12843.0,16770983.0,353.0,1500202.0,645.0,1171505.0,42.0,22451.0,143256.0,23047802.0
2021-03-13,Madera,County,160089.0,3.0,15817.0,0.0,214.0,448.0,208477.0,4.0,17796.0,19.0,15780.0,0.0,214.0,278.0,116892.0
2021-03-13,Marin,County,260800.0,5.0,13416.0,0.0,218.0,404.0,431036.0,6.0,14826.0,16.0,13391.0,0.0,218.0,888.0,272655.0
2021-03-13,Mariposa,County,17795.0,2.0,379.0,0.0,5.0,33.0,18839.0,2.0,421.0,0.0,376.0,0.0,5.0,19.0,7876.0
2021-03-13,Mendocino,County,88439.0,1.0,3620.0,0.0,44.0,114.0,88183.0,1.0,3987.0,6.0,3611.0,1.0,44.0,142.0,56983.0
2021-03-13,Merced,County,287420.0,14.0,29218.0,0.0,408.0,185.0,305021.0,16.0,30858.0,42.0,29106.0,3.0,406.0,894.0,215520.0
2021-03-13,Modoc,County,9475.0,0.0,341.0,0.0,3.0,0.0,5345.0,0.0,158.0,0.0,340.0,0.0,3.0,7.0,3590.0
2021-03-13,Mono,County,13961.0,0.0,1209.0,0.0,3.0,14.0,14554.0,0.0,1309.0,1.0,1207.0,0.0,3.0,8.0,12723.0
2021-03-13,Monterey,County,448732.0,14.0,42028.0,0.0,334.0,338.0,512614.0,12.0,47196.0,25.0,41989.0,3.0,332.0,983.0,346140.0
2021-03-13,Napa,County,139652.0,5.0,9208.0,0.0,76.0,161.0,227599.0,5.0,9964.0,10.0,9190.0,0.0,75.0,334.0,143525.0
2021-03-13,Nevada,County,98710.0,3.0,4135.0,0.0,74.0,127.0,86342.0,5.0,4039.0,10.0,4111.0,0.0,66.0,191.0,58622.0
2021-03-13,Orange,County,3228519.0,75.0,247830.0,0.0,4502.0,3728.0,3207179.0,105.0,301965.0,126.0,247514.0,22.0,4423.0,8676.0,2739238.0
2021-03-13,Out of state,County,,,,,,,,,,,,,,2248.0,311494.0
2021-03-13,Placer,County,400434.0,28.0,20352.0,0.0,243.0,465.0,326630.0,32.0,21595.0,28.0,20238.0,0.0,239.0,938.0,265271.0
2021-03-13,Plumas,County,18997.0,0.0,642.0,0.0,4.0,13.0,17083.0,0.0,612.0,1.0,642.0,0.0,4.0,52.0,12574.0
2021-03-13,Riverside,County,2468145.0,96.0,281488.0,0.0,3925.0,2847.0,2529064.0,144.0,336238.0,154.0,281191.0,-6.0,3848.0,5665.0,1979927.0
2021-03-13,Sacramento,County,1567975.0,80.0,95582.0,0.0,1477.0,1982.0,1521555.0,87.0,107391.0,131.0,95192.0,1.0,1461.0,3709.0,1171048.0
2021-03-13,San Benito,County,64022.0,1.0,5831.0,0.0,61.0,51.0,69982.0,2.0,6601.0,6.0,5823.0,0.0,61.0,124.0,47300.0
2021-03-13,San Bernardino,County,2217398.0,33.0,284037.0,0.0,4049.0,2660.0,2547702.0,59.0,336311.0,169.0,283727.0,55.0,3972.0,4947.0,2110797.0
2021-03-13,San Diego,County,3370418.0,86.0,266123.0,1.0,3470.0,7122.0,3560005.0,188.0,282454.0,384.0,265270.0,10.0,3444.0,5868.0,3229038.0
2021-03-13,San Francisco,County,892280.0,18.0,34841.0,0.0,457.0,2356.0,1710296.0,32.0,44213.0,26.0,34784.0,3.0,455.0,2929.0,1122764.0
2021-03-13,San Joaquin,County,782545.0,51.0,67033.0,0.0,1164.0,898.0,789906.0,54.0,77501.0,-2.0,66480.0,-3.0,1141.0,2172.0,612667.0
2021-03-13,San Luis Obispo,County,278862.0,7.0,19833.0,0.0,249.0,279.0,436495.0,11.0,21242.0,20.0,19789.0,0.0,247.0,573.0,237568.0
2021-03-13,San Mateo,County,778001.0,31.0,39800.0,0.0,344.0,2296.0,1241284.0,41.0,50180.0,51.0,39689.0,0.0,341.0,2971.0,757396.0
2021-03-13,Santa Barbara,County,456373.0,8.0,32540.0,0.0,433.0,700.0,519930.0,29.0,37410.0,29.0,32486.0,2.0,431.0,964.0,342336.0
2021-03-13,Santa Clara,County,1967585.0,91.0,112833.0,0.0,1805.0,5313.0,3166618.0,115.0,128336.0,135.0,112531.0,24.0,1790.0,7629.0,2130793.0
2021-03-13,Santa Cruz,County,273999.0,8.0,14952.0,0.0,199.0,430.0,330760.0,10.0,15861.0,29.0,14875.0,4.0,199.0,706.0,206291.0
2021-03-13,Shasta,County,177925.0,2.0,11039.0,0.0,100.0,105.0,159019.0,1.0,8283.0,-122.0,11021.0,-45.0,108.0,392.0,97582.0
2021-03-13,Sierra,County,3115.0,0.0,49.0,0.0,0.0,1.0,2295.0,0.0,52.0,0.0,49.0,0.0,0.0,3.0,1169.0
2021-03-13,Siskiyou,County,43956.0,1.0,1478.0,0.0,5.0,16.0,27820.0,1.0,1604.0,2.0,1470.0,0.0,5.0,111.0,25455.0
2021-03-13,Solano,County,444255.0,13.0,30307.0,0.0,171.0,433.0,553154.0,15.0,31657.0,18.0,30198.0,0.0,171.0,899.0,368368.0
2021-03-13,Sonoma,County,496668.0,20.0,28845.0,0.0,292.0,648.0,586862.0,22.0,31604.0,48.0,28762.0,0.0,285.0,1188.0,409877.0
2021-03-13,Stanislaus,County,562303.0,30.0,51442.0,0.0,682.0,634.0,527805.0,41.0,57951.0,111.0,51257.0,-6.0,695.0,1638.0,437728.0
2021-03-13,Sutter,County,105747.0,1.0,8963.0,0.0,103.0,100.0,83973.0,9.0,9860.0,8.0,8948.0,1.0,102.0,215.0,65918.0
